location,horizon,reference_date,target_end_date,target,output_type,output_type_id,value,model
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
nu,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
on,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
pe,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
prairies,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
qc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
sk,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
territories,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
yt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,1,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,2,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-RF_Quantile_AR
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,1,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,2,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,3,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-RF_Quantile_AR
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
nt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
nu,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-RF_Quantile_AR
on,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
pe,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-RF_Quantile_AR
prairies,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-RF_Quantile_AR
qc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-RF_Quantile_AR
sk,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
territories,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,1,AI4Casting_Hub-RF_Quantile_AR
yt,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,1,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,2,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,3,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-RF_Quantile_AR
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-RF_Quantile_AR
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-RF_Quantile_AR
